year,name,PracticeID,lhb,lhbcode,la,lacode,GPCluster,clustercode,pop,CHD,COPD,DEM,DIAB,EPI,HF,HYP,LRN,MEN,OBI,OST,PAL,RAR,STR,AF,AST,CAN,FLU
2019,Cambria Surgery,W94026,Betsi Cadwaladr,7A1,Isle of Anglesey,512,Anglesey,CC101,"5,122", 187 , 199 , 38 , 321 , 57 , 45 , 827 , 32 , 43 , 637 , 15 , 15 , 43 , 124 , 138 , 326 , 193 ," 1,290 "
2019,Felinheli & Porthaethwy Surgery,W94027,Betsi Cadwaladr,7A1,Gwynedd,514,Arfon,CC102,"6,077", 205 , 149 , 43 , 297 , 51 , 40 , 892 , 29 , 74 , 449 , 14 , 47 , 50 , 109 , 126 , 379 , 201 ," 1,434 "
2019,Yr Hen Orsaf Medical Centre,W94028,Betsi Cadwaladr,7A1,Gwynedd,514,Arfon,CC102,"6,417", 176 , 168 , 27 , 312 , 48 , 51 , 885 , 33 , 52 , 401 , 8 , 6 , 31 , 83 , 111 , 473 , 142 ," 1,316 "
2019,Coed Y Glyn Surgery,W94029,Betsi Cadwaladr,7A1,Isle of Anglesey,512,Anglesey,CC101,"7,018", 250 , 164 , 42 , 416 , 44 , 62 , 912 , 32 , 74 , 640 , 24 , 22 , 58 , 148 , 169 , 569 , 173 ," 1,784 "
2019,Market Street Surgery,W94030,Betsi Cadwaladr,7A1,Gwynedd,514,Arfon,CC102,"13,137", 451 , 376 , 148 , 716 , 95 , 146 ," 2,134 ", 102 , 157 ," 1,032 ", 25 , 68 , 78 , 252 , 292 , 933 , 447 ," 3,142 "
2019,Bodreinallt,W94031,Betsi Cadwaladr,7A1,Conwy,516,Conwy West,CC105,"6,913", 272 , 175 , 43 , 367 , 53 , 78 ," 1,207 ", 44 , 45 , 547 , 7 , 24 , 53 , 173 , 182 , 428 , 264 ," 1,954 "
2019,Bron Meirion,W94032,Betsi Cadwaladr,7A1,Gwynedd,514,Meirionnydd,CC109,"7,343", 300 , 207 , 47 , 466 , 39 , 88 ," 1,504 ", 35 , 62 , 587 , 32 , 28 , 57 , 179 , 225 , 477 , 325 ," 2,300 "
2019,Llys Meddyg (Penygroes),W94033,Betsi Cadwaladr,7A1,Gwynedd,514,Arfon,CC102,"2,859", 105 , 68 , 7 , 154 , 21 , 22 , 411 , 5 , 20 , 226 , 8 , 4 , 17 , 56 , 49 , 240 , 107 , 733 
2019,Bron Derw Medical Centre,W94034,Betsi Cadwaladr,7A1,Gwynedd,514,Arfon,CC102,"9,064", 220 , 282 , 80 , 424 , 82 , 65 , 938 , 55 , 90 , 560 , 49 , 93 , 46 , 116 , 139 , 595 , 236 ," 1,711 "
2019,Meddygfa Bala Surgery,W94035,Betsi Cadwaladr,7A1,Gwynedd,514,Meirionnydd,CC109,"4,643", 154 , 147 , 20 , 268 , 28 , 44 , 698 , 21 , 25 , 345 , 3 , 9 , 33 , 84 , 111 , 277 , 176 ," 1,149 "
2019,Caerffynnon,W94036,Betsi Cadwaladr,7A1,Gwynedd,514,Meirionnydd,CC109,"4,654", 188 , 162 , 33 , 335 , 52 , 49 , 812 , 60 , 47 , 663 , 25 , 19 , 30 , 116 , 147 , 288 , 228 ," 1,491 "
2019,Ty Doctor,W94037,Betsi Cadwaladr,7A1,Gwynedd,514,Dwyfor,CC107,"4,581", 143 , 75 , 8 , 266 , 33 , 43 , 790 , 22 , 28 , 414 , 3 , 9 , 30 , 106 , 94 , 268 , 124 ," 1,258 "
2019,Meddygfa Victoria,W94038,Betsi Cadwaladr,7A1,Isle of Anglesey,512,Anglesey,CC101,"10,460", 354 , 283 , 53 , 723 , 72 , 102 ," 1,477 ", 37 , 85 , 898 , 25 , 33 , 76 , 241 , 234 , 760 , 332 ," 2,727 "
2019,Liverpool House,W94039,Betsi Cadwaladr,7A1,Gwynedd,514,Arfon,CC102,"5,814", 173 , 154 , 27 , 281 , 31 , 53 , 909 , 42 , 35 , 361 , 6 , 9 , 33 , 126 , 124 , 453 , 190 ," 1,319 "
2019,Glanfa,W94040,Betsi Cadwaladr,7A1,Gwynedd,514,Arfon,CC102,"3,535", 92 , 112 , 13 , 186 , 23 , 32 , 551 , 20 , 45 , 442 , 17 , 14 , 29 , 36 , 59 , 223 , 110 , 738 
2019,Gwalchmai Surgery,W94043,Betsi Cadwaladr,7A1,Isle of Anglesey,512,Anglesey,CC101,"2,286", 87 , 50 , 14 , 164 , 18 , 21 , 443 , 8 , 17 , 315 , 2 , 2 , 13 , 44 , 52 , 185 , 76 , 589 
2019,Gyffin Surgery,W94046,Betsi Cadwaladr,7A1,Conwy,516,Conwy West,CC105,"3,908", 138 , 92 , 12 , 229 , 16 , 31 , 717 , 15 , 19 , 320 , 14 , 19 , 19 , 73 , 94 , 282 , 137 , 984 
2019,Corwen House,W94609,Betsi Cadwaladr,7A1,Gwynedd,514,Arfon,CC102,"4,391", 162 , 138 , 31 , 305 , 47 , 46 , 813 , 23 , 33 , 221 , 10 , 23 , 39 , 115 , 128 , 314 , 163 ," 1,293 "
2019,Porthmadog Health Centre,W94612,Betsi Cadwaladr,7A1,Gwynedd,514,Dwyfor,CC107,"3,834", 153 , 122 , 10 , 283 , 26 , 45 , 728 , 23 , 27 , 334 , 5 , 12 , 35 , 81 , 121 , 300 , 203 ," 1,250 "
2019,West Shore Surgery,W94622,Betsi Cadwaladr,7A1,Conwy,516,Conwy West,CC105,"2,513", 104 , 66 , 13 , 140 , 14 , 43 , 454 , 5 , 21 , 117 , 3 , 6 , 20 , 46 , 77 , 168 , 88 , 737 
2019,Star Surgery,W94633,Betsi Cadwaladr,7A1,Isle of Anglesey,512,Anglesey,CC101,"1,301", 54 , 33 , 4 , 78 , 4 , 19 , 235 , 8 , 15 , 139 , 8 , 5 , 14 , 34 , 34 , 100 , 50 , 344 
2019,St Johns Medical Practice,W95001,Cwm Taf,7A5,Rhondda Cynon Taf,540,North Cynon,CC501,"7,603", 266 , 319 , 44 , 586 , 88 , 83 ," 1,579 ", 31 , 80 , 875 , 12 , 14 , 59 , 156 , 211 , 490 , 176 ," 2,077 "
2019,Pont Newydd Medical Centre,W95004,Cwm Taf,7A5,Rhondda Cynon Taf,540,South Rhondda,CC507,"9,011", 320 , 319 , 73 , 653 , 74 , 76 ," 1,712 ", 43 , 84 ," 1,534 ", 31 , 39 , 66 , 208 , 186 , 747 , 240 ," 2,089 "
2019,Practice 3 Keir Hardie Health Park,W95005,Cwm Taf,7A5,Merthyr Tydfil,542,North Merthyr Tydfil,CC502,"3,505", 127 , 108 , 15 , 214 , 37 , 41 , 574 , 25 , 28 , 436 , 6 , 11 , 21 , 72 , 59 , 307 , 75 , 638 
2019,Porth Farm Surgery,W95007,Cwm Taf,7A5,Rhondda Cynon Taf,540,South Rhondda,CC507,"4,989", 147 , 107 , 27 , 353 , 49 , 14 ," 1,027 ", 20 , 47 , 838 , 3 , 3 , 26 , 70 , 108 , 513 , 86 ," 1,178 "
2019,Ty Bryn Surgery,W95008,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly South,CC605,"10,420", 380 , 216 , 63 , 592 , 82 , 81 ," 1,677 ", 37 , 81 ," 1,059 ", 9 , 28 , 63 , 253 , 255 , 627 , 381 ," 2,623 "
2019,Llynfi Surgery,W95009,Abertawe Bro Morgannwg,7A3,Bridgend,536,Bridgend North Network,CC304,"9,090", 501 , 303 , 45 , 683 , 105 , 145 ," 1,992 ", 41 , 81 ," 1,312 ", 26 , 41 , 61 , 245 , 290 , 676 , 331 ," 2,499 "
2019,Oak Tree Surgery,W95010,Abertawe Bro Morgannwg,7A3,Bridgend,536,Bridgend East Network,CC303,"18,231", 665 , 256 , 142 ," 1,154 ", 130 , 139 ," 2,398 ", 80 , 189 ," 1,199 ", 7 , 32 , 100 , 463 , 455 ," 1,335 ", 540 ," 4,137 "
2019,Parc Canol Group Practice,W95011,Cwm Taf,7A5,Rhondda Cynon Taf,540,South Taf Ely,CC508,"17,348", 564 , 267 , 63 , 852 , 108 , 119 ," 2,669 ", 37 , 129 ," 1,165 ", 37 , 16 , 130 , 299 , 377 ," 1,207 ", 378 ," 3,921 "
2019,Woodlands Surgery,W95012,Abertawe Bro Morgannwg,7A3,Bridgend,536,Bridgend North Network,CC304,"6,585", 311 , 323 , 41 , 477 , 53 , 103 ," 1,299 ", 46 , 76 , 588 , 18 , 75 , 60 , 192 , 194 , 656 , 214 ," 1,626 "
2019,The Lawn Medical Practice,W95013,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly North,CC604,"5,803", 269 , 194 , 16 , 471 , 68 , 46 ," 1,092 ", 24 , 73 , 681 , 3 , 10 , 50 , 141 , 140 , 421 , 147 ," 1,548 "
2019,Eglwysbach Medical Practice,W95014,Cwm Taf,7A5,Rhondda Cynon Taf,540,North Taf Ely,CC504,"15,000", 607 , 385 , 107 , 951 , 127 , 128 ," 2,541 ", 60 , 151 ," 1,592 ", 43 , 36 , 116 , 355 , 377 ," 1,146 ", 538 ," 3,920 "
2019,Cwmaman Surgery,W95016,Cwm Taf,7A5,Rhondda Cynon Taf,540,North Cynon,CC501,"5,483", 207 , 110 , 18 , 357 , 47 , 49 , 997 , 30 , 61 , 604 , 1 , 6 , 49 , 106 , 105 , 327 , 148 ," 1,338 "
2019,The New Surgery,W95017,Abertawe Bro Morgannwg,7A3,Bridgend,536,Bridgend East Network,CC303,"8,007", 295 , 179 , 35 , 542 , 47 , 56 ," 1,300 ", 15 , 63 , 522 , 31 , 14 , 61 , 196 , 212 , 587 , 232 ," 1,901 "
2019,Pencoed Medical Centre,W95018,Abertawe Bro Morgannwg,7A3,Bridgend,536,Bridgend East Network,CC303,"11,587", 431 , 202 , 64 , 688 , 76 , 135 ," 1,681 ", 43 , 76 ," 1,263 ", 47 , 33 , 65 , 268 , 239 , 797 , 393 ," 2,598 "
2019,Tylorstown Surgery,W95019,Cwm Taf,7A5,Rhondda Cynon Taf,540,North Rhondda,CC503,"6,054", 338 , 275 , 34 , 450 , 62 , 95 ," 1,288 ", 40 , 79 , 774 , 2 , 3 , 50 , 202 , 163 , 398 , 202 ," 1,542 "
2019,Hirwaun Medical Centre,W95020,Cwm Taf,7A5,Rhondda Cynon Taf,540,North Cynon,CC501,"5,947", 273 , 188 , 23 , 407 , 47 , 32 , 896 , 23 , 40 , 671 , 3 , 5 , 60 , 82 , 155 , 404 , 206 ," 1,487 "
2019,Practice 1 Keir Hardie Health Park,W95023,Cwm Taf,7A5,Merthyr Tydfil,542,North Merthyr Tydfil,CC502,"8,886", 380 , 283 , 93 , 570 , 103 , 81 ," 1,420 ", 35 , 102 ," 1,314 ", 16 , 29 , 79 , 238 , 241 , 573 , 352 ," 2,211 "
2019,Ashgrove Surgery,W95024,Cwm Taf,7A5,Rhondda Cynon Taf,540,North Taf Ely,CC504,"15,871", 448 , 313 , 110 , 935 , 133 , 168 ," 2,276 ", 64 , 144 ," 1,938 ", 13 , 33 , 82 , 294 , 303 ," 1,026 ", 427 ," 3,013 "
2019,Old School Surgery,W95025,Cwm Taf,7A5,Rhondda Cynon Taf,540,South Taf Ely,CC508,"12,208", 408 , 228 , 55 , 709 , 80 , 61 ," 1,801 ", 49 , 91 ," 1,198 ", 3 , 36 , 69 , 218 , 291 ," 1,013 ", 379 ," 2,796 "
2019,Troed y Fan Medical Practice,W95026,Cwm Taf,7A5,Merthyr Tydfil,542,South Merthyr Tydfil,CC506,"4,876", 157 , 126 , 35 , 298 , 39 , 43 , 876 , 24 , 61 , 600 , 15 , 10 , 27 , 84 , 107 , 268 , 167 ," 1,176 "
2019,De Winton Field Practice,W95027,Cwm Taf,7A5,Rhondda Cynon Taf,540,South Rhondda,CC507,"8,991", 363 , 223 , 43 , 549 , 95 , 78 ," 1,317 ", 48 , 79 ," 1,512 ", 9 , 9 , 73 , 211 , 213 , 554 , 244 ," 2,186 "
2019,Rhos House Surgery,W95029,Cwm Taf,7A5,Rhondda Cynon Taf,540,South Cynon,CC505,"5,956", 213 , 261 , 9 , 430 , 61 , 77 ," 1,116 ", 21 , 55 , 873 , 7 , 3 , 45 , 123 , 134 , 435 , 126 ," 1,411 "
2019,St. David's Surgery,W95030,Cwm Taf,7A5,Rhondda Cynon Taf,540,North Rhondda,CC503,"4,900", 212 , 158 , 25 , 361 , 47 , 57 , 921 , 19 , 54 , 764 , 17 , 8 , 29 , 127 , 120 , 338 , 167 ," 1,299 "
2019,Cwm Garw Practice,W95031,Abertawe Bro Morgannwg,7A3,Bridgend,536,Bridgend North Network,CC304,"7,542", 349 , 288 , 31 , 616 , 86 , 85 ," 1,479 ", 36 , 87 , 925 , 14 , 4 , 62 , 188 , 165 , 600 , 200 ," 1,753 "
2019,Treharris Primary Care Centre,W95032,Cwm Taf,7A5,Merthyr Tydfil,542,South Merthyr Tydfil,CC506,"6,174", 196 , 145 , 35 , 454 , 39 , 64 ," 1,161 ", 22 , 54 ," 1,130 ", 3 , 12 , 46 , 105 , 154 , 406 , 199 ," 1,466 "
2019,Cornelly Surgery,W95034,Abertawe Bro Morgannwg,7A3,Bridgend,536,Bridgend West Network,CC305,"10,710", 444 , 299 , 84 , 712 , 79 , 96 ," 1,684 ", 40 , 121 , 820 , 21 , 41 , 78 , 312 , 247 , 929 , 360 ," 2,680 "
2019,Riversdale House,W95035,Abertawe Bro Morgannwg,7A3,Bridgend,536,Bridgend East Network,CC303,"19,071", 715 , 415 , 129 ," 1,128 ", 148 , 230 ," 3,292 ", 128 , 261 ," 2,175 ", 39 , 68 , 139 , 461 , 450 ," 1,597 ", 569 ," 4,454 "
2019,Talbot Green Group Practice,W95036,Cwm Taf,7A5,Rhondda Cynon Taf,540,South Taf Ely,CC508,"12,146", 442 , 229 , 50 , 733 , 109 , 127 ," 1,820 ", 45 , 153 ," 1,002 ", 59 , 34 , 82 , 261 , 260 ," 1,046 ", 378 ," 2,774 "
2019,Tynycoed Surgery,W95037,Abertawe Bro Morgannwg,7A3,Bridgend,536,Bridgend North Network,CC304,"10,659", 396 , 250 , 96 , 734 , 99 , 144 ," 1,637 ", 57 , 120 , 565 , 18 , 24 , 72 , 274 , 276 , 754 , 350 ," 2,478 "
2019,Penrhiwceiber Medical Centre,W95038,Cwm Taf,7A5,Rhondda Cynon Taf,540,South Cynon,CC505,"4,219", 126 , 148 , 45 , 300 , 36 , 48 , 679 , 29 , 35 , 575 , 5 , 8 , 28 , 82 , 72 , 303 , 115 , 901 
2019,The Portway Surgery,W95041,Abertawe Bro Morgannwg,7A3,Bridgend,536,Bridgend West Network,CC305,"15,362", 847 , 457 , 243 ," 1,113 ", 122 , 301 ," 3,155 ", 96 , 222 ," 1,271 ", 138 , 89 , 126 , 636 , 643 ," 1,275 ", 861 ," 5,388 "
2019,Abercynon Medical Centre,W95042,Cwm Taf,7A5,Rhondda Cynon Taf,540,South Cynon,CC505,"6,512", 247 , 232 , 20 , 430 , 61 , 68 ," 1,032 ", 40 , 59 , 814 , 4 , 17 , 47 , 114 , 142 , 496 , 203 ," 1,455 "
2019,Nelson Surgery,W95043,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly North,CC604,"5,574", 255 , 158 , 56 , 432 , 39 , 70 , 934 , 41 , 57 , 673 , 14 , 28 , 50 , 150 , 153 , 378 , 205 ," 1,576 "
2019,Park Lane Surgery,W95044,Cwm Taf,7A5,Rhondda Cynon Taf,540,South Rhondda,CC507,"9,106", 327 , 244 , 72 , 546 , 88 , 74 ," 1,238 ", 61 , 97 ," 1,151 ", 9 , 8 , 55 , 236 , 217 , 605 , 243 ," 2,070 "
2019,Tonyfelin Medical Centre,W95046,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly South,CC605,"12,453", 503 , 207 , 93 , 820 , 96 , 143 ," 2,107 ", 34 , 107 ," 1,306 ", 18 , 27 , 124 , 284 , 329 , 818 , 485 ," 3,431 "
2019,Park Surgery,W95047,Cwm Taf,7A5,Rhondda Cynon Taf,540,North Cynon,CC501,"8,159", 332 , 198 , 50 , 527 , 60 , 83 ," 1,670 ", 38 , 70 , 888 , 19 , 19 , 52 , 204 , 244 , 582 , 329 ," 2,153 "
2019,Nantgarw Road Medical Centre,W95049,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly South,CC605,"8,964", 295 , 207 , 71 , 501 , 63 , 45 ," 1,362 ", 17 , 57 , 931 , 9 , 67 , 69 , 160 , 150 , 535 , 189 ," 1,708 "
2019,Meddygfa Gelligaer Surgery,W95050,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly North,CC604,"8,359", 316 , 192 , 38 , 645 , 87 , 65 ," 1,332 ", 72 , 86 ," 1,004 ", 8 , 4 , 58 , 142 , 144 , 664 , 188 ," 1,836 "
2019,Ferndale Medical Centre,W95051,Cwm Taf,7A5,Rhondda Cynon Taf,540,North Rhondda,CC503,"7,645", 366 , 353 , 30 , 518 , 68 , 62 ," 1,538 ", 33 , 78 ," 1,040 ", -00 , 22 , 63 , 150 , 172 , 568 , 193 ," 1,971 "
2019,Forest View Medical Centre,W95054,Cwm Taf,7A5,Rhondda Cynon Taf,540,North Rhondda,CC503,"10,300", 387 , 273 , 24 , 719 , 85 , 77 ," 1,608 ", 24 , 121 ," 1,322 ", 11 , 11 , 109 , 245 , 220 , 738 , 173 ," 2,571 "
2019,Penygraig Surgery,W95057,Cwm Taf,7A5,Rhondda Cynon Taf,540,South Rhondda,CC507,"4,838", 209 , 153 , 31 , 365 , 41 , 38 , 984 , 29 , 41 , 633 , 11 , 6 , 26 , 116 , 118 , 304 , 152 ," 1,264 "
2019,Taff Vale Practice,W95058,Cwm Taf,7A5,Rhondda Cynon Taf,540,North Taf Ely,CC504,"15,939", 544 , 466 , 79 ," 1,063 ", 139 , 120 ," 2,411 ", 98 , 132 ," 2,348 ", 11 , 41 , 129 , 296 , 332 ," 1,120 ", 431 ," 3,428 "
2019,Court House Medical Centre,W95059,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly South,CC605,"9,705", 284 , 161 , 67 , 587 , 71 , 57 ," 1,346 ", 48 , 97 , 869 , 3 , 22 , 79 , 176 , 206 , 722 , 314 ," 2,147 "
2019,Taffs Well Medical Centre,W95060,Cwm Taf,7A5,Rhondda Cynon Taf,540,South Taf Ely,CC508,"6,926", 198 , 116 , 86 , 383 , 46 , 53 ," 1,070 ", 29 , 37 , 609 , 15 , 4 , 53 , 127 , 149 , 472 , 258 ," 1,483 "
2019,St. Andrews Surgery,W95062,Cwm Taf,7A5,Rhondda Cynon Taf,540,South Rhondda,CC507,"7,074", 271 , 212 , 59 , 491 , 90 , 96 ," 1,439 ", 68 , 89 ," 1,110 ", 27 , 13 , 43 , 173 , 186 , 599 , 238 ," 1,697 "
2019,Heathbridge House,W95063,Abertawe Bro Morgannwg,7A3,Bridgend,536,Bridgend West Network,CC305,"8,643", 364 , 192 , 43 , 474 , 63 , 98 ," 1,200 ", 57 , 91 , 495 , 5 , 26 , 62 , 223 , 195 , 715 , 230 ," 1,924 "
2019,Bron y Garn Surgery,W95064,Abertawe Bro Morgannwg,7A3,Bridgend,536,Bridgend North Network,CC304,"6,292", 253 , 165 , 29 , 465 , 57 , 91 ," 1,276 ", 38 , 56 , 679 , 29 , 31 , 53 , 134 , 149 , 501 , 183 ," 1,635 "
2019,Oakfield Surgery,W95065,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly North,CC604,"13,732", 498 , 324 , 81 , 923 , 115 , 99 ," 2,356 ", 63 , 105 ," 1,413 ", 32 , 61 , 112 , 266 , 348 ," 1,007 ", 414 ," 3,252 "
2019,Ogmore Vale Surgery,W95067,Abertawe Bro Morgannwg,7A3,Bridgend,536,Bridgend North Network,CC304,"4,290", 138 , 127 , 37 , 267 , 40 , 29 , 776 , 9 , 44 , 519 , 2 , 5 , 20 , 93 , 91 , 275 , 96 ," 1,017 "
2019,Bryntirion Surgery,W95068,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly North,CC604,"8,829", 354 , 261 , 78 , 661 , 77 , 93 ," 1,525 ", 67 , 89 ," 1,410 ", 5 , 13 , 67 , 168 , 184 , 628 , 218 ," 2,124 "
2019,Ashfield Surgery,W95070,Abertawe Bro Morgannwg,7A3,Bridgend,536,Bridgend East Network,CC303,"15,220", 534 , 345 , 92 , 914 , 121 , 182 ," 2,389 ", 58 , 129 ," 1,067 ", 32 , 19 , 88 , 423 , 349 ," 1,117 ", 485 ," 3,414 "
2019,New Tynewydd Surgery,W95071,Cwm Taf,7A5,Rhondda Cynon Taf,540,North Rhondda,CC503,"6,612", 282 , 201 , 34 , 514 , 62 , 39 ," 1,264 ", 30 , 58 , 979 , 1 , 12 , 51 , 142 , 171 , 450 , 201 ," 1,694 "
2019,Pontcae Medical Practice,W95072,Cwm Taf,7A5,Merthyr Tydfil,542,South Merthyr Tydfil,CC506,"12,556", 343 , 266 , 34 , 635 , 95 , 68 ," 1,680 ", 29 , 121 , 811 , 1 , 6 , 99 , 212 , 208 , 913 , 187 ," 2,652 "
2019,The Village Surgery,W95073,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly South,CC605,"3,021", 109 , 101 , 9 , 172 , 21 , 18 , 500 , 13 , 27 , 424 , 2 , 16 , 15 , 60 , 50 , 239 , 86 , 635 
2019,Llwynypia Surgery,W95076,Cwm Taf,7A5,Rhondda Cynon Taf,540,South Rhondda,CC507,"3,799", 183 , 99 , 15 , 300 , 33 , 36 , 675 , 21 , 56 , 374 , 10 , 9 , 20 , 76 , 79 , 245 , 117 , 925 
2019,South Street Surgery,W95078,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly North,CC604,"2,767", 112 , 57 , 9 , 235 , 24 , 22 , 519 , 13 , 28 , 270 , 2 , 6 , 27 , 51 , 44 , 205 , 59 , 609 
2019,New Street Surgery,W95079,Abertawe Bro Morgannwg,7A3,Bridgend,536,Bridgend North Network,CC304,"4,437", 140 , 71 , 20 , 284 , 32 , 30 , 624 , 21 , 34 , 470 , 30 , 8 , 45 , 89 , 62 , 302 , 103 , 890 
2019,Meddygfa Cwm Rhymni Practice,W95081,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly North,CC604,"12,992", 586 , 443 , 124 , 968 , 106 , 194 ," 2,509 ", 50 , 149 ," 2,516 ", 66 , 47 , 118 , 310 , 321 , 946 , 340 ," 3,078 "
2019,Morlais Medical Practice,W95086,Cwm Taf,7A5,Merthyr Tydfil,542,North Merthyr Tydfil,CC502,"20,217", 867 , 754 , 149 ," 1,466 ", 184 , 222 ," 3,928 ", 110 , 174 ," 2,723 ", 39 , 86 , 187 , 463 , 505 ," 1,476 ", 664 ," 4,857 "
2019,Maendy Place Surgery,W95087,Cwm Taf,7A5,Rhondda Cynon Taf,540,North Cynon,CC501,"4,329", 197 , 128 , 32 , 314 , 41 , 48 , 647 , 26 , 39 , 417 , 20 , 1 , 34 , 82 , 133 , 243 , 137 ," 1,142 "
2019,Oaklands Surgery,W95290,Cwm Taf,7A5,Merthyr Tydfil,542,South Merthyr Tydfil,CC506,"1,988", 87 , 43 , 5 , 140 , 14 , 24 , 329 , 9 , 14 , 184 , 2 , 2 , 13 , 49 , 45 , 156 , 67 , 516 
2019,Cwm Gwrydd Medical Centre,W95295,Cwm Taf,7A5,Rhondda Cynon Taf,540,South Rhondda,CC507,"5,793", 241 , 196 , 39 , 400 , 70 , 29 , 959 , 24 , 37 , 998 , 3 , 9 , 49 , 125 , 122 , 464 , 139 ," 1,316 "
2019,Cynon Vale Medical Practice,W95623,Cwm Taf,7A5,Rhondda Cynon Taf,540,South Cynon,CC505,"4,408", 227 , 233 , 31 , 365 , 41 , 116 ," 1,091 ", 25 , 45 , 824 , 17 , 32 , 52 , 114 , 120 , 342 , 133 ," 1,212 "
2019,Foundry Town Clinic,W95633,Cwm Taf,7A5,Rhondda Cynon Taf,540,North Cynon,CC501,"9,373", 345 , 290 , 44 , 602 , 71 , 97 ," 1,402 ", 34 , 101 , 873 , 5 , 13 , 71 , 174 , 206 , 664 , 240 ," 2,048 "
2019,Lansbury Surgery,W95636,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly South,CC605,"4,002", 195 , 114 , 22 , 298 , 35 , 62 , 652 , 65 , 77 , 563 , -00 , 20 , 28 , 77 , 69 , 227 , 101 , 855 
2019,Nantymoel Surgery,W95645,Abertawe Bro Morgannwg,7A3,Bridgend,536,Bridgend North Network,CC304,"3,111", 140 , 92 , 25 , 239 , 26 , 25 , 645 , 15 , 51 , 262 , 8 , 28 , 25 , 86 , 67 , 274 , 86 , 797 
2019,Practice 2 Keir Hardie Health Park,W95647,Cwm Taf,7A5,Merthyr Tydfil,542,North Merthyr Tydfil,CC502,"2,890", 86 , 100 , 15 , 152 , 30 , 22 , 393 , 22 , 38 , 370 , 2 , -00 , 21 , 44 , 37 , 171 , 57 , 513 
2019,Montgomery Medical Practice,W96001,Powys,7A7,Powys,524,North Powys,CC702,"7,159", 322 , 160 , 35 , 475 , 52 , 120 ," 1,094 ", 27 , 69 , 742 , 12 , 25 , 61 , 205 , 210 , 568 , 308 ," 2,241 "
2019,Pengorof Surgery,W96002,Powys,7A7,Powys,524,South Powys,CC703,"12,041", 535 , 443 , 131 , 896 , 85 , 166 ," 2,432 ", 58 , 143 ," 1,819 ", 51 , 145 , 117 , 364 , 352 , 915 , 451 ," 3,369 "
2019,Ty Henry Vaughan,W96003,Powys,7A7,Powys,524,South Powys,CC703,"15,657", 530 , 337 , 133 , 998 , 85 , 189 ," 2,927 ", 66 , 144 ," 1,027 ", 14 , 46 , 143 , 389 , 495 ," 1,103 ", 620 ," 4,417 "
2019,Wylcwm Street Surgery,W96004,Powys,7A7,Powys,524,Mid Powys,CC701,"4,786", 226 , 111 , 24 , 281 , 25 , 61 , 861 , 12 , 52 , 385 , 6 , 6 , 70 , 132 , 125 , 381 , 160 ," 1,520 "
2019,Arwystli Medical Practice,W96005,Powys,7A7,Powys,524,North Powys,CC702,"8,714", 341 , 122 , 30 , 561 , 57 , 103 ," 1,382 ", 33 , 56 , 808 , 7 , 25 , 77 , 214 , 209 , 519 , 173 ," 2,736 "
2019,Rhayader Group Practice,W96006,Powys,7A7,Powys,524,Mid Powys,CC701,"3,281", 144 , 115 , 60 , 236 , 28 , 83 , 623 , 12 , 23 , 328 , 5 , 33 , 32 , 116 , 103 , 153 , 168 ," 1,139 "
2019,Builth Wells Medical Practice,W96007,Powys,7A7,Powys,524,Mid Powys,CC701,"7,568", 318 , 218 , 48 , 459 , 47 , 108 ," 1,328 ", 40 , 77 , 539 , 8 , 24 , 81 , 182 , 226 , 456 , 325 ," 2,498 "
2019,Caereinion Medical Practice,W96009,Powys,7A7,Powys,524,North Powys,CC702,"5,736", 254 , 90 , 28 , 358 , 19 , 56 ," 1,193 ", 21 , 60 , 784 , 48 , 10 , 60 , 147 , 148 , 417 , 177 ," 1,772 "
2019,Welshpool Medical Centre,W96010,Powys,7A7,Powys,524,North Powys,CC702,"11,029", 408 , 188 , 98 , 656 , 82 , 77 ," 1,513 ", 45 , 89 ," 1,140 ", 5 , 74 , 75 , 251 , 265 ," 1,009 ", 287 ," 2,980 "
2019,Iechyd Bro Ddyfi / Dyfi Valley Health,W96011,Powys,7A7,Powys,524,North Powys,CC702,"6,781", 282 , 236 , 27 , 517 , 42 , 120 ," 1,324 ", 29 , 78 , 470 , 17 , 15 , 66 , 161 , 193 , 517 , 255 ," 2,086 "
2019,Llanfyllin Group Practice,W96012,Powys,7A7,Powys,524,North Powys,CC702,"10,688", 429 , 235 , 80 , 582 , 49 , 85 ," 1,791 ", 29 , 72 , 932 , 80 , 32 , 92 , 276 , 291 , 689 , 435 ," 3,084 "
